date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:08:06	3596/3596	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e0c-NKUj9a98FdbqR/V8dtNED03K/IA%22	http://192.168.1.100:8082/share/rFwMC4NJlBIj	/app/web/rfwmc4njlbij.html	(from http://192.168.1.100:8082/share/)
08:08:06	4778/4778	U--MCZ	200	updated ('OK')	text/html	etag:W/%2212aa-VEsWIbCZudebtLTVdugwZRKqZM8%22	http://192.168.1.100:8082/share/vxQCxquoOXDG	/app/web/vxqcxquooxdg.html	(from http://192.168.1.100:8082/share/)
08:08:06	5382/5382	U--MCZ	200	updated ('OK')	text/html	etag:W/%221506-E+KuvxVhhdwfpxjmv+CKdKE1BCo%22	http://192.168.1.100:8082/share/databases-memory-and-disks	/app/web/databases-memory-and-disks.html	(from http://192.168.1.100:8082/share/)
08:08:06	6098/6098	U--MCZ	200	updated ('OK')	text/html	etag:W/%2217d2-+mpA3Ku9t9WIW9nu/JSChEKi/Mg%22	http://192.168.1.100:8082/share/understanding-olap-and-oltp	/app/web/understanding-olap-and-oltp.html	(from http://192.168.1.100:8082/share/)
08:08:07	5996/5996	U--MCZ	200	updated ('OK')	text/html	etag:W/%22176c-4CiiKWAPgA/li5lUSY0dAmiVWCE%22	http://192.168.1.100:8082/share/storing-values-within-index	/app/web/storing-values-within-index.html	(from http://192.168.1.100:8082/share/)
08:08:09	9225/9225	U--MCZ	200	updated ('OK')	text/html	etag:W/%222409-nA5ekTPGwVq+7Qwb66F67agJ9+s%22	http://192.168.1.100:8082/share/LERcINhON6LB	/app/web/lercinhon6lb.html	(from http://192.168.1.100:8082/share/)
08:08:09	3990/3990	U--MCZ	200	updated ('OK')	text/html	etag:W/%22f96-vojzbHudbwWiGRgmT/53SS+wcMk%22	http://192.168.1.100:8082/share/multi-column-index	/app/web/multi-column-index.html	(from http://192.168.1.100:8082/share/)
08:08:09	37206/37206	U--MCZ	200	updated ('OK')	text/html	etag:W/%229156-bb38BgwGHo+CSLqBeMXoR+2Hrgk%22	http://192.168.1.100:8082/share/read-book	/app/web/read-book.html	(from http://192.168.1.100:8082/share/)
08:08:09	4206/4206	U--MCZ	200	updated ('OK')	text/html	etag:W/%22106e-htThlETMPaHXq5cDgYJ2cIXhy0M%22	http://192.168.1.100:8082/share/lAON4YJqbTIg	/app/web/laon4yjqbtig.html	(from http://192.168.1.100:8082/share/)
08:08:13	27496/27496	U--MCZ	200	updated ('OK')	image/svg+xml	etag:W/%226b68-2Wx7mbXSRlKYXpdo/bQh//UANo4%22	http://192.168.1.100:8082/share/api/images/lAON4YJqbTIg/Mindmap?2024-10-27%2005:51:17.016Z	/app/web/svg/mindmap49a8.svg	(from http://192.168.1.100:8082/share/lAON4YJqbTIg)
08:08:13	27364/27364	U--MCZ	200	updated ('OK')	image/svg+xml	etag:W/%226ae4-Edw429imY9e+UX9ifNBqu9+rWm8%22	http://192.168.1.100:8082/share/api/attachments/w2BAJEa49wnH/image/Mindmap.svg	/app/web/svg/mindmap.svg	(from http://192.168.1.100:8082/share/storing-values-within-index)
08:08:13	8346/8346	U--MCZ	200	updated ('OK')	image/svg+xml	etag:W/%22209a-8nukFx5iDLGVsgeV3KnBw0e1RFQ%22	http://192.168.1.100:8082/share/api/attachments/PetBzlxCYaEg/image/Message%20Flow.svg	/app/web/svg/message%20flow.svg	(from http://192.168.1.100:8082/share/LERcINhON6LB)
08:08:19	130694/130694	U--M--	200	updated ('OK')	image/jpg	etag:W/%221fe86-7J40m+fyW2FN+NpZiHSSfgUXUeM%22	http://192.168.1.100:8082/share/api/attachments/ltdEJ4oIaMmS/image/IMG_4174.JPG	/app/web/jpg/img_4174.jpg	(from http://192.168.1.100:8082/share/vxQCxquoOXDG)
08:08:19	202260/202260	U--M--	200	updated ('OK')	image/jpg	etag:W/%2231614-LsNqmvPRanufeDUPgExlHrKD0uc%22	http://192.168.1.100:8082/share/api/attachments/47HjGCwaAD2c/image/XD7J-loadbalancerdiagram.png	/app/web/png/xd7j-loadbalancerdiagram.png	(from http://192.168.1.100:8082/share/load-balancer-vs-api-gateway)
08:08:21	238502/238502	U--M--	200	updated ('OK')	image/jpg	etag:W/%223a3a6-o0wzIZJg2HrXKiILU5Lo+tYnP1w%22	http://192.168.1.100:8082/share/api/attachments/mW637zsMYTCi/image/zDyf-apigatewayflowdiagram.png	/app/web/png/zdyf-apigatewayflowdiagram.png	(from http://192.168.1.100:8082/share/load-balancer-vs-api-gateway)
08:08:21	237598/237598	U--M--	200	updated ('OK')	image/jpg	etag:W/%223a01e-V+fNFAe5IBSj2eq6fHzjnBQt2Uo%22	http://192.168.1.100:8082/share/api/attachments/8zeaaiodEXFm/image/owKg-apigatewaylbcombined.png	/app/web/png/owkg-apigatewaylbcombined.png	(from http://192.168.1.100:8082/share/load-balancer-vs-api-gateway)
